0.000000000000000000e+00 -1.484848484848485528e-01 7.444444444444444642e-01
0.000000000000000000e+00 -6.060606060606066325e-02 7.380952380952381375e-01
7.507936507936507908e-01 3.939393939393942556e-02 7.507936507936507908e-01
0.000000000000000000e+00 7.272727272727275150e-02 7.587301587301586991e-01
0.000000000000000000e+00 1.424242424242424532e-01 7.793650793650792608e-01
0.000000000000000000e+00 1.060606060606060774e-01 7.555555555555555358e-01
0.000000000000000000e+00 1.969696969696970168e-01 7.539682539682539542e-01
0.000000000000000000e+00 2.606060606060606188e-01 7.539682539682539542e-01
0.000000000000000000e+00 1.878787878787878673e-01 7.507936507936507908e-01
0.000000000000000000e+00 3.181818181818182323e-01 7.777777777777776791e-01
0.000000000000000000e+00 3.848484848484848841e-01 7.825396825396825351e-01
