0.000000000000000000e+00 1.026086956521738980e-01 7.071759259259259300e-01
6.747685185185186008e-01 1.217391304347825720e-02 6.747685185185186008e-01
6.655092592592593004e-01 1.217391304347825720e-02 6.655092592592593004e-01
0.000000000000000000e+00 -7.130434782608696676e-02 6.469907407407406996e-01
0.000000000000000000e+00 -1.078260869565217384e-01 6.504629629629630205e-01
0.000000000000000000e+00 -1.286956521739130443e-01 6.365740740740740700e-01
0.000000000000000000e+00 -6.782608695652170283e-02 6.400462962962962798e-01
0.000000000000000000e+00 -7.826086956521738358e-02 6.238425925925925597e-01
6.157407407407406996e-01 -3.478260869565219515e-02 6.157407407407406996e-01
0.000000000000000000e+00 -7.826086956521738358e-02 6.238425925925925597e-01
0.000000000000000000e+00 -1.217391304347825720e-01 6.134259259259259300e-01
