7.312499999999999556e-01 -4.516129032258064946e-02 7.312499999999999556e-01
0.000000000000000000e+00 -7.741935483870965307e-02 7.276785714285713969e-01
6.991071428571429269e-01 3.483870967741942160e-02 6.991071428571429269e-01
0.000000000000000000e+00 1.070967741935483497e-01 7.116071428571428825e-01
0.000000000000000000e+00 2.193548387096774244e-01 7.080357142857143238e-01
0.000000000000000000e+00 2.270967741935483453e-01 7.196428571428571397e-01
0.000000000000000000e+00 2.593548387096773489e-01 7.232142857142856984e-01
0.000000000000000000e+00 2.270967741935483453e-01 7.196428571428571397e-01
0.000000000000000000e+00 2.670967741935483808e-01 7.035714285714285143e-01
0.000000000000000000e+00 3.961290322580645062e-01 7.053571428571427937e-01
0.000000000000000000e+00 4.283870967741935654e-01 6.964285714285713969e-01
